07:00,09:00,13:00,15:00,schedule.activities.breakfast,schedule.places.hotels,schedule.attendees.all,-
10:30,13:00,16:30,19:00,schedule.activities.openingCeremony,schedule.places.MAuditorium,schedule.attendees.all,-
13:00,15:00,19:00,21:00,schedule.activities.lunch,schedule.places.iteso,schedule.attendees.all,-
17:00,19:00,23:00,01:00 (+1),schedule.activities.practiceContest,schedule.places.pedroArrupeAuditorium,schedule.attendees.all,-
20:00,22:00,02:00 (+1),04:00 (+1),schedule.activities.dinner,schedule.places.thePines,schedule.attendees.all,-
